date,tmed_c,tmax_c,tmin_c,rh_mean_pct,rh_max_pct,rh_min_pct,wind_mean_ms,wind_max_ms,rain_mm,rad_global_mj_m2_d,rad_net_mj_m2_d,ra_extraterrestre_mj_m2_d,et_camargo,et_garcia_lopez,et_hargreaves_samani,et_hargreaves_samani_corr,et_penman_monteith,et_priestley_taylor,et_thornthwaite,et_thornthwaite_camargo
2024-03-25,23.58,29.93,17.84,80.615,100.0,54.29,1.218,5.233,0.0,22.73,12.81842,14.5,3.6012387096774194,21.11007447572,4.798433440154777,5.0050544014547595,4.962757034457441,7.982438297142856,3.9876159572667365,0
2024-03-26,22.89,27.34,19.32,81.39468749999997,93.6,65.07,1.488,5.553,0.0,10.35,4.672449,14.5,3.6012387096774194,19.44117776124663,3.843002900503803,4.00848293966323,2.9602403995741935,3.5998748999999997,3.9876159572667365,0
2024-03-27,21.8,24.75,19.71,85.62333333333333,99.1,71.03,1.702,4.994,1.27,7.515,2.72137,14.5,3.6012387096774194,16.99948716746888,2.9648743466501237,3.0925420939011405,1.7389528415117008,2.5738016142857134,3.9876159572667365,0
2024-03-28,21.16,23.94,19.27,96.43020833333328,100.0,84.9,0.723,3.396,5.08,8.43,1.606531,14.5,3.6012387096774194,15.667669695048998,2.807845625544168,2.9287517024060308,1.5563409291810717,2.860819251428571,3.9876159572667365,0
2024-03-29,22.77,27.34,19.47,86.32073,100.0,64.15,0.498,2.916,0.0,11.84,6.566027,14.5,3.6012387096774194,19.158342468803266,3.7956679444862234,3.9591097363223473,2.5533240983280776,4.111176137142857,3.9876159572667365,0
2024-03-30,24.41,30.65,19.42,79.24281,100.0,46.89,1.153,5.393,0.0,20.62,11.78817,14.5,3.6012387096774194,23.253275039995838,4.717382249313125,4.920513139285648,4.573098953129837,7.325054691428571,3.9876159572667365,0
2024-03-31,24.34,31.94,16.74,70.05052,100.0,36.42,1.031,4.195,0.0,21.39,10.92254,14.5,3.6012387096774194,23.072266987884547,5.479137048627932,5.715069166516251,5.2939227319466715,7.591274331428571,3.9876159572667365,0
2024-04-01,24.57,31.85,17.74,66.98135416666669,99.6,35.74,0.744,3.316,0.0,20.6,11.15199,12.4,3.048994666666667,23.69146084164102,4.53911820009682,4.734573024604712,4.884493209630923,7.3340532,3.8969842034074094,0
2024-04-02,25.02,31.94,20.38,70.62968750000002,98.7,39.23,0.595,3.236,0.0,16.05,8.557619,12.4,3.048994666666667,24.932148456265768,4.1521697600000005,4.3309625510206144,3.9679102450972406,5.749440171428571,3.8969842034074094,0
2024-04-03,25.27,33.05,18.32,71.78895833333334,99.1,42.1,0.879,3.955,0.0,19.79,10.19081,12.4,3.048994666666667,25.64245564856466,4.714392816795259,4.917394981543542,5.293782072129895,7.11335718,3.8969842034074094,0
2024-04-04,26.86,34.45,20.09,72.31041666666665,99.9,40.12,1.115,5.473,0.0,21.09,11.97128,12.4,3.048994666666667,30.525517410185508,4.826646136467003,5.0344819389241255,5.806610181502804,7.744464925714286,3.8969842034074094,0
2024-04-05,26.77,33.11,20.82,68.43614583333333,95.8,40.9,1.346,5.792,0.0,19.3,10.05984,12.4,3.048994666666667,30.234493705019066,4.456235116733289,4.648120988462391,5.100357939829624,7.078672028571428,3.8969842034074094,0
2024-04-06,23.59,30.22,18.42,76.51354,96.1,51.0,2.209,7.47,0.0,20.23,9.666322,12.4,3.048994666666667,21.137369888957124,4.054954180758115,4.229560860480778,4.920859327524078,7.105463819999999,3.8969842034074094,0
2024-04-07,24.51,32.14,17.17,73.84813,100.0,45.66,0.785,3.955,0.0,20.4,10.81211,12.4,3.048994666666667,23.525051550250282,4.668780396522051,4.869818486486008,5.3102486563559035,7.256868685714284,3.8969842034074094,0
2024-04-08,22.73,27.44,19.86,88.20843749999999,100.0,59.32,0.649,3.476,1.27,6.445,16.35,12.4,3.048994666666667,19.0645863342982,3.182443688012574,3.319479990026802,2.126530439643161,2.236623081428571,3.8969842034074094,0
2024-04-09,23.38,29.88,19.85,83.36302083333334,100.0,57.68,1.107,4.994,3.556,16.58,8.92626,12.4,3.048994666666667,20.614618032759868,3.719515132821237,3.879677777963308,3.967503061725113,5.806448639999998,3.8969842034074094,0
2024-04-10,25.06,31.76,18.94,78.07968749999999,100.0,46.62,0.768,3.635,0.254,19.76,10.66862,12.4,3.048994666666667,25.040203113145587,4.376689130880952,4.5651497455403565,4.773205450810825,7.082300160000001,3.8969842034074094,0
2024-04-11,24.92,31.08,21.44,80.34406,98.2,52.13,1.486,7.071,0.0,14.12,7.484899,12.4,3.048994666666667,24.645767350199257,3.7828514062101966,3.945741316793374,4.008796453049841,5.051175839999998,3.8969842034074094,0
2024-04-12,24.95,31.22,21.01,76.84520833333333,92.1,52.03,1.553,5.073,2.032,15.67,8.20713,12.4,3.048994666666667,24.731795155664198,3.895816667338056,4.063570871891098,4.172145682035449,5.6079572142857135,3.8969842034074094,0
2024-04-13,25.61,32.14,19.57,71.91646,96.8,45.87,1.273,4.834,0.0,18.57,10.43723,12.4,3.048994666666667,26.63347241756863,4.389418056667663,4.578426779978602,4.879740426662548,6.7056853628571425,3.8969842034074094,0
2024-04-14,24.48,29.64,21.11,82.95625,100.0,55.49,0.984,5.473,7.112,8.91,4.100348,12.4,3.048994666666667,23.43869544031591,3.5217539907067654,3.673401023868157,3.0071962737349733,3.168238165714285,3.8969842034074094,0
2024-04-15,24.64,30.6,21.15,83.41145833333333,100.0,47.2,0.629,5.633,1.016,13.86,7.61768,12.4,3.048994666666667,23.871592582169487,3.720838332380676,3.881057954610868,3.6045356954021637,4.939205039999999,3.8969842034074094,0
2024-04-16,25.85,31.94,21.24,78.95718749999999,100.0,50.15,0.89,5.553,26.16,16.78,9.722185,12.4,3.048994666666667,27.345422693734307,4.072167730499667,4.247515627171434,4.382581076188301,6.078986485714286,3.8969842034074094,0
2024-04-17,24.12,28.44,21.3,91.3753125,100.0,70.17,0.665,4.514,0.762,9.8,3.978935,12.4,3.048994666666667,22.48018687361568,3.194625110864716,3.332185946006495,2.66606353253158,3.4674696,3.8969842034074094,0
2024-04-18,21.49,24.71,17.17,80.73510416666663,100.0,66.37,2.551,5.952,0.0,10.82,5.448797,12.4,3.048994666666667,16.350033836111404,3.076927213823886,3.209419967281744,2.5569736582683706,3.689338679999999,3.8969842034074094,0
2024-04-19,20.32,27.97,14.1,74.10281249999998,97.0,50.49,1.751,5.233,0.0,18.98,8.304914,12.4,3.048994666666667,14.049550010234015,4.048933497597062,4.223280926179133,4.609573835371883,6.363191417142857,3.8969842034074094,0
