period_type,period,method,n,rain_mm,rmse,mae,mbe
month,2024-12,et_camargo,31,225.302,1.6113150906678715,1.3924393968532245,-0.8622591047071075
month,2024-12,et_hargreaves_samani,31,225.302,0.7259342202693587,0.558841359931179,0.49762144532069064
month,2024-12,et_hargreaves_samani_corr,31,225.302,0.8840326544873238,0.747651918378556,0.7323142224307033
month,2024-12,et_priestley_taylor,31,225.302,2.816215633362924,2.4581601018458854,2.4581601018458854
month,2024-12,et_garcia_lopez,31,225.302,18.66635340599581,18.37672428879658,18.37672428879658
rainfall_season,dry,et_thornthwaite,183,160.01600000000002,2.5012004046134417,2.204263522294016,-2.073634237503843
rainfall_season,dry,et_thornthwaite_camargo,183,160.01600000000002,4.901596763097216,4.698319854651737,-4.698319854651737
rainfall_season,dry,et_camargo,183,160.01600000000002,2.5551729289929113,2.3291341061593767,-2.2304901825205894
rainfall_season,dry,et_hargreaves_samani,183,160.01600000000002,0.8657790985284868,0.7474154125830669,-0.6351457064756353
rainfall_season,dry,et_hargreaves_samani_corr,183,160.01600000000002,0.7331259926797229,0.6153714958130134,-0.4601850742409816
rainfall_season,dry,et_priestley_taylor,183,160.01600000000002,1.0544621874207443,0.8224701973928329,0.661889813488778
rainfall_season,dry,et_garcia_lopez,183,160.01600000000002,15.157676176165749,13.290922824135759,13.290922824135759
rainfall_season,wet,et_thornthwaite,183,1000.56,1.9624051955654895,1.671359567875874,-1.2323480773596092
rainfall_season,wet,et_thornthwaite_camargo,183,1000.56,5.307198962314179,5.087008083841865,-5.087008083841865
rainfall_season,wet,et_camargo,183,1000.56,1.9244210070064356,1.6461800136802733,-1.1904866084320287
rainfall_season,wet,et_hargreaves_samani,183,1000.56,0.688286839168457,0.5576581046325622,0.23118329106222688
rainfall_season,wet,et_hargreaves_samani_corr,183,1000.56,0.7710533479778001,0.6208395181115521,0.4601850742409709
rainfall_season,wet,et_priestley_taylor,183,1000.56,2.5596874328082597,2.2498731822618145,2.2127301611745276
rainfall_season,wet,et_garcia_lopez,183,1000.56,19.476432206198446,18.86744351145201,18.86744351145201
