method,eto_column,variable,column,perturbation_pct,baseline_mean_eto_mm_d,perturbed_mean_eto_mm_d,delta_mean_eto_mm_d,relative_delta_pct,n,status
radiation_temperature,et_radiation_temperature,radiacao_global,rad_global_mj_m2_d,-30,0.1007919916967925,0.07055439418775473,-0.03023759750903776,-30.00000000000001,366,ok
radiation_temperature,et_radiation_temperature,radiacao_global,rad_global_mj_m2_d,-20,0.1007919916967925,0.080633593357434,-0.020158398339358494,-19.999999999999996,366,ok
radiation_temperature,et_radiation_temperature,radiacao_global,rad_global_mj_m2_d,-10,0.1007919916967925,0.09071279252711324,-0.010079199169679254,-10.000000000000004,366,ok
radiation_temperature,et_radiation_temperature,radiacao_global,rad_global_mj_m2_d,0,0.1007919916967925,0.1007919916967925,0.0,0.0,366,ok
radiation_temperature,et_radiation_temperature,radiacao_global,rad_global_mj_m2_d,10,0.1007919916967925,0.11087119086647175,0.010079199169679254,10.000000000000004,366,ok
radiation_temperature,et_radiation_temperature,radiacao_global,rad_global_mj_m2_d,20,0.1007919916967925,0.12095039003615098,0.02015839833935848,19.999999999999982,366,ok
radiation_temperature,et_radiation_temperature,radiacao_global,rad_global_mj_m2_d,30,0.1007919916967925,0.13102958920583024,0.030237597509037747,30.0,366,ok
radiation_temperature,et_radiation_temperature,radiacao_global,rad_global_mj_m2_d,40,0.1007919916967925,0.14110878837550947,0.040316796678716973,39.99999999999997,366,ok
radiation_temperature,et_radiation_temperature,radiacao_global,rad_global_mj_m2_d,50,0.1007919916967925,0.1511879875451887,0.0503959958483962,49.99999999999996,366,ok
radiation_temperature,et_radiation_temperature,radiacao_liquida,rad_net_mj_m2_d,-50,0.1007919916967925,0.1007919916967925,0.0,0.0,366,ok
radiation_temperature,et_radiation_temperature,radiacao_liquida,rad_net_mj_m2_d,-40,0.1007919916967925,0.1007919916967925,0.0,0.0,366,ok
radiation_temperature,et_radiation_temperature,radiacao_liquida,rad_net_mj_m2_d,-30,0.1007919916967925,0.1007919916967925,0.0,0.0,366,ok
radiation_temperature,et_radiation_temperature,radiacao_liquida,rad_net_mj_m2_d,-20,0.1007919916967925,0.1007919916967925,0.0,0.0,366,ok
radiation_temperature,et_radiation_temperature,radiacao_liquida,rad_net_mj_m2_d,-10,0.1007919916967925,0.1007919916967925,0.0,0.0,366,ok
radiation_temperature,et_radiation_temperature,radiacao_liquida,rad_net_mj_m2_d,0,0.1007919916967925,0.1007919916967925,0.0,0.0,366,ok
radiation_temperature,et_radiation_temperature,radiacao_liquida,rad_net_mj_m2_d,10,0.1007919916967925,0.1007919916967925,0.0,0.0,366,ok
radiation_temperature,et_radiation_temperature,radiacao_liquida,rad_net_mj_m2_d,20,0.1007919916967925,0.1007919916967925,0.0,0.0,366,ok
radiation_temperature,et_radiation_temperature,radiacao_liquida,rad_net_mj_m2_d,30,0.1007919916967925,0.1007919916967925,0.0,0.0,366,ok
radiation_temperature,et_radiation_temperature,radiacao_liquida,rad_net_mj_m2_d,40,0.1007919916967925,0.1007919916967925,0.0,0.0,366,ok
radiation_temperature,et_radiation_temperature,radiacao_liquida,rad_net_mj_m2_d,50,0.1007919916967925,0.1007919916967925,0.0,0.0,366,ok
